16,16
16,16
16,16
16,17
16,17
16,17
16,18
16,18
16,18
16,19
16,19
16,19
16,20
16,20
16,20
16,21
16,21
16,21
16,22
16,22
16,22
16,23
16,23
16,23
16,24
16,24
16,24
16,25
16,25
16,25
16,26
16,26
16,26
16,27
16,27
16,27
16,28
16,28
16,28
16,29
16,29
16,29
16,30
16,30
16,30
16,31
16,31
16,31
16,32
16,32
16,32
16,33
16,33
16,33
16,34
16,34
16,34
16,35
16,35
16,35
16,36
16,36
16,36
16,37
16,37
16,37
16,38
16,38
16,38
16,39
16,39
16,39
16,40
16,40
16,40
16,41
16,41
16,41
16,42
16,42
16,42
16,43
16,43
16,43
16,44
16,44
16,44
16,45
16,45
16,45
16,46
16,46
16,46
16,47
16,47
16,47
16,48
16,48
16,48
16,49
16,49
16,49
16,50
16,50
16,50
16,51
16,51
16,51
16,52
16,52
16,52
16,53
16,53
16,53
16,54
16,54
16,54
16,55
16,55
16,55
16,56
16,56
16,56
16,57
16,57
16,57
16,58
16,58
16,58
16,59
16,59
16,59
16,60
16,60
16,60
16,61
16,61
16,61
16,62
16,62
16,62
16,63
16,63
16,63
16,64
16,64
16,64
16,65
16,65
16,65
16,66
16,66
16,66
16,67
16,67
16,67
16,68
16,68
16,68
16,69
16,69
16,69
16,70
16,70
16,70
16,71
16,71
16,71
16,72
16,72
16,72
16,73
16,73
16,73
16,74
16,74
16,74
16,75
16,75
16,75
16,76
16,76
16,76
16,77
16,77
16,77
16,78
16,78
16,78
16,79
16,79
16,79
16,80
16,80
16,80
16,81
16,81
16,81
16,82
16,82
16,82
16,83
16,83
16,83
16,84
16,84
16,84
16,85
16,85
16,85
16,86
16,86
16,86
16,87
16,87
16,87
16,88
16,88
16,88
16,89
16,89
16,89
16,90
16,90
16,90
16,91
16,91
16,91
16,92
16,92
16,92
16,93
16,93
16,93
16,94
16,94
16,94
16,95
16,95
16,95
16,96
16,96
16,96
16,97
16,97
16,97
16,98
16,98
16,98
16,99
16,99
16,99
16,100
16,100
16,100
16,101
16,101
16,101
16,102
16,102
16,102
16,103
16,103
16,103
16,104
16,104
16,104
16,105
16,105
16,105
16,106
16,106
16,106
16,107
16,107
16,107
16,108
16,108
16,108
16,109
16,109
16,109
16,110
16,110
16,110
16,111
16,111
16,111
16,112
16,112
16,112
16,113
16,113
16,113
16,114
16,114
16,114
16,115
16,115
16,115
16,116
16,116
16,116
16,117
16,117
16,117
16,118
16,118
16,118
16,119
16,119
16,119
16,120
16,120
16,120
16,121
16,121
16,121
16,122
16,122
16,122
16,123
16,123
16,123
16,124
16,124
16,124
16,125
16,125
16,125
16,126
16,126
16,126
16,127
16,127
16,127
16,128
16,128
16,128
16,129
16,129
16,129
16,130
16,130
16,130
16,131
16,131
16,131
16,132
16,132
16,132
16,133
16,133
16,133
16,134
16,134
16,134
16,135
16,135
16,135
16,136
16,136
16,136
16,137
16,137
16,137
16,138
16,138
16,138
16,139
16,139
16,139
16,140
16,140
16,140
16,141
16,141
16,141
16,142
16,142
16,142
16,143
16,143
16,143
16,144
16,144
16,144
16,145
16,145
16,145
16,146
16,146
16,146
16,147
16,147
16,147
16,148
16,148
16,148
16,149
16,149
16,149
16,150
16,150
16,150
16,151
16,151
16,151
16,152
16,152
16,152
16,153
16,153
16,153
16,154
16,154
16,154
16,155
16,155
16,155
16,156
16,156
16,156
16,157
16,157
16,157
16,158
16,158
16,158
16,159
16,159
16,159
16,160
16,160
16,160
16,161
16,161
16,161
16,162
16,162
16,162
16,163
16,163
16,163
16,164
16,164
16,164
16,165
16,165
16,165
16,166
16,166
16,166
16,167
16,167
16,167
16,168
16,168
16,168
16,169
16,169
16,169
16,170
16,170
16,170
16,171
16,171
16,171
16,172
16,172
16,172
16,173
16,173
16,173
16,174
16,174
16,174
16,175
16,175
16,175
16,176
16,176
16,176
16,177
16,177
16,177
16,178
16,178
16,178
16,179
16,179
16,179
16,180
16,180
16,180
16,181
16,181
16,181
16,182
16,182
16,182
16,183
16,183
16,183
16,184
16,184
16,184
16,185
16,185
16,185
16,186
16,186
16,186
16,187
16,187
16,187
16,188
16,188
16,188
16,189
16,189
16,189
16,190
16,190
16,190
16,191
16,191
16,191
16,192
16,192
16,192
16,193
16,193
16,193
16,194
16,194
16,194
16,195
16,195
16,195
16,196
16,196
16,196
16,197
16,197
16,197
16,198
16,198
16,198
16,199
16,199
16,199
16,200
16,200
16,200
16,201
16,201
16,201
16,202
16,202
16,202
16,203
16,203
16,203
16,204
16,204
16,204
16,205
16,205
16,205
16,206
16,206
16,206
16,207
16,207
16,207
16,208
16,208
16,208
16,209
16,209
16,209
16,210
16,210
16,210
16,211
16,211
16,211
